abilities;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;attack;defense;hp;name;pokedex_number;sp_attack;sp_defense;speed;type1;type2;generation;is_legendary;developers_favourite;design_date;shiny_rate;catch_routes
['Oblivious', 'Snow Cloak', 'Thick Fat'];1;1;1;0;1;2;2;1;1;2;1;1;1;0.5;1;1;2;2;130;80;110;Mamoswine;473;70;60;80;ice;ground;4;0;false;1994- 9-19;1.5; 6 10 2 22
['Adaptability', 'Download', 'Analytic'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;80;70;85;Porygon-Z;474;135;75;90;normal;;4;0;false;1994-11-27;1.5; 3  2 2 23
['Steadfast', 'Justified'];1;1;1;1;2;0.5;1;2;2;1;1;1;1;1;1;0.5;1;1;125;65;68;Gallade;475;65;115;80;psychic;fighting;4;0;false;1994-11-22;1.5;11  9 2 22
['Sturdy', 'Magnet Pull', 'Sand Force'];0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2;55;145;60;Probopass;476;75;150;40;rock;steel;4;0;false;1993-11-15;0.5;11  7 2 22
['Pressure', 'Frisk'];0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;100;135;45;Dusknoir;477;65;135;45;ghost;;4;0;true;1992- 3-16;0.5; 9 11 2 22
['Snow Cloak', 'Cursed Body'];0.5;2;1;1;1;0;2;1;2;1;1;0.5;0;0.5;1;2;2;1;80;70;70;Froslass;478;80;70;110;ice;ghost;4;0;false;1993- 1- 9;0.5; 7 14 2 22
['Levitate'];0.5;2;1;0.5;1;0;1;0.5;2;1;2;1;0;0.5;1;1;0.5;1;65;1 7;50;Rotom;479;1 5;1 7;86;electric;ghost;4;0;true;1990- 8-11;0.5;10 15 2 22
['Levitate'];2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;75;130;75;Uxie;480;75;130;95;psychic;;4;1;false;1995- 7-13;2.5; 2  1 2 23
['Levitate'];2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;1 5;1 5;80;Mesprit;481;1 5;1 5;80;psychic;;4;1;true;1992-11-26;2.5; 5 14 2 22
['Levitate'];2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;125;70;75;Azelf;482;125;70;115;psychic;;4;1;true;1991- 9- 4;2.5; 7  8 2 22
['Pressure', 'Telepathy'];0.5;1;1;0.5;1;2;1;0.5;1;0.25;2;1;0.5;0;0.5;0.5;0.5;0.5;120;120;100;Dialga;483;150;100;90;steel;dragon;4;1;false;1991- 1-10;0.5; 3 31 2 22
['Pressure', 'Telepathy'];1;1;2;1;2;1;0.25;1;1;1;1;1;1;1;1;1;0.5;0.25;120;100;90;Palkia;484;150;120;100;water;dragon;4;1;false;1995- 8-13;1.5; 9 30 2 22
['Flash Fire', 'Flame Body'];0.25;1;0.5;1;0.25;2;1;0.5;1;0.25;4;0.25;0.5;0;0.5;1;0.25;2;90;1 6;91;Heatran;485;130;1 6;77;fire;steel;4;1;true;1993- 7- 3;0.25;12 14 2 22
['Slow Start'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;160;110;110;Regigigas;486;80;110;100;normal;;4;1;true;1992- 6-24;1.5; 6 18 2 22
['Pressure', 'Telepathy', 'Levitate'];0.5;2;2;0.5;2;0;0.5;1;2;0.5;1;2;0;0.5;1;1;1;0.5;120;100;150;Giratina;487;120;100;90;ghost;dragon;4;1;true;1995- 1-15;0.5; 6 28 2 22
['Levitate'];2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;70;120;120;Cresselia;488;75;130;85;psychic;;4;1;true;1995-12-27;2.5;10 12 2 22
['Hydration'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;80;80;80;Phione;489;80;80;80;water;;4;0;false;1995-11- 3;1.5; 1 27 2 23
['Hydration'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;100;100;100;Manaphy;490;100;100;100;water;;4;1;false;1991-12-26;1.5; 6  5 2 22
['Bad Dreams'];2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1;90;90;70;Darkrai;491;135;90;125;dark;;4;1;true;1994- 7-11;2.5; 2 27 2 23
['Natural Cure', 'Serene Grace'];2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;1 3;75;100;Shaymin;492;120;75;127;grass;grass;4;1;false;1991- 5-25;2.5; 3 20 2 22
['Multitype'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;120;120;120;Arceus;493;120;120;120;normal;;4;1;true;1993- 1-29;1.5; 2 26 2 23
['Victory Star'];1;2;1;1;0.5;0.5;0.5;1;2;0.5;2;0.5;1;1;0.5;2;0.5;2;100;100;100;Victini;494;100;100;100;psychic;fire;5;1;true;1992- 5-27;1.5; 5 18 2 22
['Overgrow', 'Contrary'];2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;45;55;45;Snivy;495;45;55;63;grass;;5;0;false;1994-10-16;2.5;10  7 2 22
['Overgrow', 'Contrary'];2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;60;75;60;Servine;496;60;75;83;grass;;5;0;true;1991-10- 9;2.5; 6 24 2 22
['Overgrow', 'Contrary'];2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;75;95;75;Serperior;497;75;95;113;grass;;5;0;false;1992- 1-23;2.5; 6 17 2 22
['Blaze', 'Thick Fat'];0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;63;45;65;Tepig;498;45;45;45;fire;;5;0;true;1993- 7-17;0.5; 9 16 2 22
['Blaze', 'Thick Fat'];0.25;0.5;1;1;1;1;0.5;2;1;0.5;2;0.5;1;1;2;1;0.5;2;93;55;90;Pignite;499;70;55;55;fire;fighting;5;0;false;1995-11-20;0.25; 7 10 2 22
['Blaze', 'Reckless'];0.25;0.5;1;1;1;1;0.5;2;1;0.5;2;0.5;1;1;2;1;0.5;2;123;65;110;Emboar;500;100;65;65;fire;fighting;5;0;true;1993- 4-12;0.25;10 11 2 22
['Torrent', 'Shell Armor'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;55;45;55;Oshawott;5 1;63;45;45;water;;5;0;true;1996- 1- 2;1.5; 5 14 2 22
['Torrent', 'Shell Armor'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;75;60;75;Dewott;5 2;83;60;60;water;;5;0;false;1994- 8- 6;1.5; 3  2 2 23
['Torrent', 'Shell Armor'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;100;85;95;Samurott;5 3;1 8;70;70;water;;5;0;true;1995- 8-28;1.5; 6 24 2 22
['Run Away', 'Keen Eye', 'Analytic'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;55;39;45;Patrat;5 4;35;39;42;normal;;5;0;true;1992-11-16;1.5;11  1 2 22
['Illuminate', 'Keen Eye', 'Analytic'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;85;69;60;Watchog;5 5;60;69;77;normal;;5;0;false;1994- 5-30;1.5; 9 26 2 22
['Vital Spirit', 'Pickup', 'Run Away'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;60;45;45;Lillipup;5 6;25;45;55;normal;;5;0;true;1994- 2-19;1.5;10 22 2 22
['Intimidate', 'Sand Rush', 'Scrappy'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;80;65;65;Herdier;5 7;35;65;60;normal;;5;0;false;1993- 7-26;1.5; 7 19 2 22
['Intimidate', 'Sand Rush', 'Scrappy'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;110;90;85;Stoutland;5 8;45;90;80;normal;;5;0;false;1992- 4-22;1.5; 9 20 2 22
['Limber', 'Unburden', 'Prankster'];2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1;50;37;41;Purrloin;5 9;50;37;66;dark;;5;0;true;1995-12-26;2.5; 2  9 2 23
['Limber', 'Unburden', 'Prankster'];2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1;88;50;64;Liepard;510;88;50;1 6;dark;;5;0;false;1995- 8- 8;2.5; 8 16 2 22
['Gluttony', 'Overgrow'];2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;53;48;50;Pansage;511;53;48;64;grass;;5;0;false;1993- 6-19;2.5;11 13 2 22
['Gluttony', 'Overgrow'];2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;98;63;75;Simisage;512;98;63;1 1;grass;;5;0;true;1993- 6-26;2.5;10 15 2 22
['Gluttony', 'Blaze'];0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;53;48;50;Pansear;513;53;48;64;fire;;5;0;false;1991- 6-10;0.5; 8  1 2 22
['Gluttony', 'Blaze'];0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;98;63;75;Simisear;514;98;63;1 1;fire;;5;0;true;1994- 9-12;0.5; 5 23 2 22
['Gluttony', 'Torrent'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;53;48;50;Panpour;515;53;48;64;water;;5;0;false;1990- 8- 2;1.5; 1  8 2 23
['Gluttony', 'Torrent'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;98;63;75;Simipour;516;98;63;1 1;water;;5;0;false;1994- 7-16;1.5;12 21 2 22
['Forewarn', 'Synchronize', 'Telepathy'];2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;25;45;76;Munna;517;67;55;24;psychic;;5;0;true;1995- 9-19;2.5; 5 12 2 22
['Forewarn', 'Synchronize', 'Telepathy'];2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;55;85;116;Musharna;518;1 7;95;29;psychic;;5;0;true;1991- 7-14;2.5; 6 12 2 22
['Big Pecks', 'Super Luck', 'Rivalry'];0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;55;50;50;Pidove;519;36;30;43;normal;flying;5;0;false;1991-12-20;0.5;11 19 2 22
['Big Pecks', 'Super Luck', 'Rivalry'];0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;77;62;62;Tranquill;520;50;42;65;normal;flying;5;0;true;1993- 9- 9;0.5;12 10 2 22
['Big Pecks', 'Super Luck', 'Rivalry'];0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;115;80;80;Unfezant;521;65;55;93;normal;flying;5;0;true;1992- 7- 4;0.5; 3 11 2 23
['Lightningrod', 'Motor Drive', 'Sap Sipper'];1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;60;32;45;Blitzle;522;50;32;76;electric;;5;0;true;1995- 3-24;1.5;11 27 2 22
['Lightningrod', 'Motor Drive', 'Sap Sipper'];1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;100;63;75;Zebstrika;523;80;63;116;electric;;5;0;false;1993- 4- 1;1.5;12  2 2 22
['Sturdy', 'Weak Armor', 'Sand Force'];1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;75;85;55;Roggenrola;524;25;25;15;rock;;5;0;false;1995- 3-31;1.5;10 20 2 22
['Sturdy', 'Weak Armor', 'Sand Force'];1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;1 5;1 5;70;Boldore;525;50;40;20;rock;;5;0;false;1990-12-22;1.5; 9 15 2 22
['Sturdy', 'Sand Stream', 'Sand Force'];1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;135;130;85;Gigalith;526;60;80;25;rock;;5;0;false;1995- 2-15;1.5; 5 24 2 22
['Unaware', 'Klutz', 'Simple'];1;2;1;2;1;0.25;1;1;2;0.5;0;2;1;1;0.5;2;1;1;45;43;65;Woobat;527;55;43;72;psychic;flying;5;0;true;1992- 4-14;1.5;11  3 2 22
['Unaware', 'Klutz', 'Simple'];1;2;1;2;1;0.25;1;1;2;0.5;0;2;1;1;0.5;2;1;1;57;55;67;Swoobat;528;77;55;114;psychic;flying;5;0;true;1993-12- 1;1.5; 2 14 2 23
['Sand Rush', 'Sand Force', 'Mold Breaker'];1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;85;40;60;Drilbur;529;30;45;68;ground;;5;0;false;1992- 7-20;1.5; 2 22 2 23
['Sand Rush', 'Sand Force', 'Mold Breaker'];0.5;1;0.5;0;0.5;2;2;0.5;1;1;2;1;0.5;0;0.5;0.25;0.5;2;135;60;110;Excadrill;530;50;65;88;ground;steel;5;0;false;1995-12-17;0.5; 7 30 2 22
['Healer', 'Regenerator', 'Klutz'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;60;86;1 3;Audino;531;60;86;50;normal;;5;0;true;1994-10-29;1.5; 3  7 2 23
['Guts', 'Sheer Force', 'Iron Fist'];0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;80;55;75;Timburr;532;25;35;35;fighting;;5;0;true;1995- 8- 3;0.5; 3 15 2 22
['Guts', 'Sheer Force', 'Iron Fist'];0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;1 5;85;85;Gurdurr;533;40;50;40;fighting;;5;0;true;1993-10-21;0.5; 9  2 2 22
['Guts', 'Sheer Force', 'Iron Fist'];0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;140;95;1 5;Conkeldurr;534;55;65;45;fighting;;5;0;true;1991- 5-23;0.5; 1  9 2 23
['Swift Swim', 'Hydration', 'Water Absorb'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;50;40;50;Tympole;535;50;40;64;water;;5;0;false;1992- 7-26;1.5;12 26 2 22
['Swift Swim', 'Hydration', 'Water Absorb'];1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1;65;55;75;Palpitoad;536;65;55;69;water;ground;5;0;false;1990- 8-21;1.5; 4 15 2 22
['Swift Swim', 'Poison Touch', 'Water Absorb'];1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1;95;75;1 5;Seismitoad;537;85;75;74;water;ground;5;0;false;1990-11- 1;1.5;10  5 2 22
['Guts', 'Inner Focus', 'Mold Breaker'];0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;100;85;120;Throh;538;30;85;45;fighting;;5;0;true;1993- 8-23;0.5; 1 16 2 23
['Sturdy', 'Inner Focus', 'Mold Breaker'];0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;125;75;75;Sawk;539;30;75;85;fighting;;5;0;true;1994- 3-20;0.5; 5 27 2 22
['Swarm', 'Chlorophyll', 'Overcoat'];2;1;1;0.5;1;0.5;4;4;1;0.25;0.25;2;1;2;1;2;1;0.5;53;70;45;Sewaddle;540;40;60;42;bug;grass;5;0;false;1994-11-30;2.5; 1 31 2 23
['Leaf Guard', 'Chlorophyll', 'Overcoat'];2;1;1;0.5;1;0.5;4;4;1;0.25;0.25;2;1;2;1;2;1;0.5;63;90;55;Swadloon;541;50;80;42;bug;grass;5;0;true;1993- 9- 9;2.5; 1 11 2 23
['Swarm', 'Chlorophyll', 'Overcoat'];2;1;1;0.5;1;0.5;4;4;1;0.25;0.25;2;1;2;1;2;1;0.5;1 3;80;75;Leavanny;542;70;80;92;bug;grass;5;0;true;1995- 8-21;2.5; 2 22 2 23
['Poison Point', 'Swarm', 'Speed Boost'];0.5;1;1;1;0.5;0.25;2;2;1;0.25;1;1;1;0.5;2;2;1;1;45;59;30;Venipede;543;30;39;57;bug;poison;5;0;false;1992- 5-15;0.5; 2  2 2 23
['Poison Point', 'Swarm', 'Speed Boost'];0.5;1;1;1;0.5;0.25;2;2;1;0.25;1;1;1;0.5;2;2;1;1;55;99;40;Whirlipede;544;40;79;47;bug;poison;5;0;true;1996- 3- 7;0.5; 1 11 2 23
['Poison Point', 'Swarm', 'Speed Boost'];0.5;1;1;1;0.5;0.25;2;2;1;0.25;1;1;1;0.5;2;2;1;1;100;89;60;Scolipede;545;55;69;112;bug;poison;5;0;true;1990- 8-30;0.5; 4 13 2 22
['Prankster', 'Infiltrator', 'Chlorophyll'];1;0.5;0;0.5;1;0.5;2;2;1;0.5;0.5;2;1;4;1;1;2;0.5;27;60;40;Cottonee;546;37;50;66;grass;fairy;5;0;true;1995- 6-20;1.5; 4  7 2 22
['Prankster', 'Infiltrator', 'Chlorophyll'];1;0.5;0;0.5;1;0.5;2;2;1;0.5;0.5;2;1;4;1;1;2;0.5;67;85;60;Whimsicott;547;77;75;116;grass;fairy;5;0;true;1991- 5- 1;1.5; 1 18 2 23
['Chlorophyll', 'Own Tempo', 'Leaf Guard'];2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;35;50;45;Petilil;548;70;50;30;grass;;5;0;true;1994- 1- 9;2.5; 1 12 2 23
['Chlorophyll', 'Own Tempo', 'Leaf Guard'];2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;60;75;70;Lilligant;549;110;75;90;grass;;5;0;false;1990- 9-14;2.5; 4 13 2 22
['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;92;65;70;Basculin;550;80;55;98;water;;5;0;false;1990- 7-31;1.5; 8 15 2 22
['Intimidate', 'Moxie', 'Anger Point'];2;0.5;1;0;2;2;1;1;0.5;2;1;2;1;0.5;0;0.5;1;2;72;35;50;Sandile;551;35;35;65;ground;dark;5;0;true;1991- 1- 7;2.5; 8 11 2 22
['Intimidate', 'Moxie', 'Anger Point'];2;0.5;1;0;2;2;1;1;0.5;2;1;2;1;0.5;0;0.5;1;2;82;45;60;Krokorok;552;45;45;74;ground;dark;5;0;false;1992-10-25;2.5; 4 29 2 22
['Intimidate', 'Moxie', 'Anger Point'];2;0.5;1;0;2;2;1;1;0.5;2;1;2;1;0.5;0;0.5;1;2;117;80;95;Krookodile;553;65;70;92;ground;dark;5;0;true;1992- 7- 8;2.5; 2  9 2 23
['Hustle', 'Inner Focus'];0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;90;45;70;Darumaka;554;15;45;50;fire;;5;0;true;1992-12-23;0.5; 2 13 2 23
['Sheer Force', 'Zen Mode'];0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;30;1 5;1 5;Darmanitan;555;140;1 5;55;fire;fire;5;0;true;1992-12-18;0.5; 5  4 2 22
['Water Absorb', 'Chlorophyll', 'Storm Drain'];2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;86;67;75;Maractus;556;1 6;67;60;grass;;5;0;true;1991- 5-21;2.5; 5 16 2 22
['Sturdy', 'Shell Armor', 'Weak Armor'];1;1;1;1;1;1;1;1;1;1;1;1;0.5;0.5;1;2;2;2;65;85;50;Dwebble;557;35;35;55;bug;rock;5;0;true;1993- 2-19;1.5; 9 21 2 22
['Sturdy', 'Shell Armor', 'Weak Armor'];1;1;1;1;1;1;1;1;1;1;1;1;0.5;0.5;1;2;2;2;1 5;125;70;Crustle;558;65;75;45;bug;rock;5;0;true;1995-10- 3;1.5;10 26 2 22
['Shed Skin', 'Moxie', 'Intimidate'];1;0.25;1;1;4;2;1;2;0.5;1;1;1;1;1;0;0.5;1;1;75;70;50;Scraggy;559;35;70;48;dark;fighting;5;0;false;1993-11- 9;1.5;10 26 2 22
['Shed Skin', 'Moxie', 'Intimidate'];1;0.25;1;1;4;2;1;2;0.5;1;1;1;1;1;0;0.5;1;1;90;115;65;Scrafty;560;45;115;58;dark;fighting;5;0;false;1994- 9- 4;1.5;10  5 2 22
['Wonder Skin ', 'Magic Guard', 'Tinted Lens'];1;2;1;2;1;0.25;1;1;2;0.5;0;2;1;1;0.5;2;1;1;58;80;72;Sigilyph;561;1 3;80;97;psychic;flying;5;0;false;1990-12-16;1.5; 6 18 2 22
['Mummy'];0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;30;85;38;Yamask;562;55;65;30;ghost;;5;0;true;1991- 2-20;0.5; 9 21 2 22
['Mummy'];0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;50;145;58;Cofagrigus;563;95;1 5;30;ghost;;5;0;true;1993- 2- 7;0.5;11 12 2 22
['Solid Rock', 'Sturdy', 'Swift Swim'];1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1;78;1 3;54;Tirtouga;564;53;45;22;water;rock;5;0;false;1990- 3-31;1.5;11 19 2 22
['Solid Rock', 'Sturdy', 'Swift Swim'];1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1;1 8;133;74;Carracosta;565;83;65;32;water;rock;5;0;true;1995- 9-10;1.5; 5 13 2 22
['Defeatist'];0.5;1;1;2;1;1;0.5;0.5;1;1;0;2;0.5;0.5;1;2;2;2;112;45;55;Archen;566;74;45;70;rock;flying;5;0;false;1991- 7-31;0.5; 1  3 2 23
['Defeatist'];0.5;1;1;2;1;1;0.5;0.5;1;1;0;2;0.5;0.5;1;2;2;2;140;65;75;Archeops;567;112;65;110;rock;flying;5;0;true;1993- 2- 2;0.5; 7  1 2 22
['Stench', 'Sticky Hold', 'Aftermath'];0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;1;0.5;2;1;1;1;50;62;50;Trubbish;568;40;62;65;poison;;5;0;false;1991-11-25;0.5; 6 15 2 22
['Stench', 'Weak Armor', 'Aftermath'];0.5;1;1;1;0.5;0.5;1;1;1;0.5;2;1;1;0.5;2;1;1;1;95;82;80;Garbodor;569;60;82;75;poison;;5;0;false;1996- 3- 6;0.5; 5  3 2 22
['Illusion'];2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1;65;40;40;Zorua;570;80;40;65;dark;;5;0;false;1991- 5-16;2.5;12 17 2 22
['Illusion'];2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1;1 5;60;60;Zoroark;571;120;60;1 5;dark;;5;0;false;1991- 4-11;2.5;10 23 2 22
['Cute Charm', 'Technician', 'Skill Link'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;50;40;55;Minccino;572;40;40;75;normal;;5;0;false;1993- 4-29;1.5; 1 15 2 23
['Cute Charm', 'Technician', 'Skill Link'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;95;60;75;Cinccino;573;65;60;115;normal;;5;0;false;1992- 1-10;1.5; 8 28 2 22
['Frisk', 'Competitive', 'Shadow Tag'];2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;30;50;45;Gothita;574;55;65;45;psychic;;5;0;true;1991-11-17;2.5; 4 16 2 22
['Frisk', 'Competitive', 'Shadow Tag'];2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;45;70;60;Gothorita;575;75;85;55;psychic;;5;0;false;1991- 6-30;2.5; 4 12 2 22
['Frisk', 'Competitive', 'Shadow Tag'];2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;55;95;70;Gothitelle;576;95;110;65;psychic;;5;0;true;1990-12-20;2.5;11  7 2 22
['Overcoat', 'Magic Guard', 'Regenerator'];2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;30;40;45;Solosis;577;1 5;50;20;psychic;;5;0;true;1993- 3- 9;2.5; 1 27 2 23
['Overcoat', 'Magic Guard', 'Regenerator'];2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;40;50;65;Duosion;578;125;60;30;psychic;;5;0;true;1993- 5- 6;2.5; 8 19 2 22
['Overcoat', 'Magic Guard', 'Regenerator'];2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;65;75;110;Reuniclus;579;125;85;30;psychic;;5;0;true;1991- 3- 2;2.5;10 12 2 22
['Keen Eye', 'Big Pecks', 'Hydration'];0.5;1;1;4;1;0.5;0.5;1;1;1;0;1;1;1;1;2;0.5;0.5;44;50;62;Ducklett;580;44;50;55;water;flying;5;0;true;1990- 9-30;0.5; 3 18 2 22
['Keen Eye', 'Big Pecks', 'Hydration'];0.5;1;1;4;1;0.5;0.5;1;1;1;0;1;1;1;1;2;0.5;0.5;87;63;75;Swanna;581;87;63;98;water;flying;5;0;false;1995- 8-14;0.5; 7 10 2 22
['Ice Body', 'Snow Cloak', 'Weak Armor'];1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;50;50;36;Vanillite;582;65;60;44;ice;;5;0;false;1995-12-22;1.5; 4 17 2 22
['Ice Body', 'Snow Cloak', 'Weak Armor'];1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;65;65;51;Vanillish;583;80;75;59;ice;;5;0;true;1996- 2-28;1.5; 1 28 2 23
['Ice Body', 'Snow Warning', 'Weak Armor'];1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;95;85;71;Vanilluxe;584;110;95;79;ice;;5;0;false;1994- 5- 4;1.5; 2 20 2 23
['Chlorophyll', 'Sap Sipper', 'Serene Grace'];2;1;1;0.5;1;2;2;2;0;0.5;0.5;2;1;2;1;1;1;0.5;60;50;60;Deerling;585;40;50;75;normal;grass;5;0;true;1992- 1- 8;2.5;12 22 2 22
['Chlorophyll', 'Sap Sipper', 'Serene Grace'];2;1;1;0.5;1;2;2;2;0;0.5;0.5;2;1;2;1;1;1;0.5;100;70;80;Sawsbuck;586;60;70;95;normal;grass;5;0;false;1993-11-22;2.5; 8 24 2 22
['Static', 'Motor Drive'];0.5;1;1;1;1;0.5;1;0.5;1;0.5;0;2;1;1;1;2;0.5;1;75;60;55;Emolga;587;75;60;1 3;electric;flying;5;0;false;1995-11-12;0.5; 3 18 2 22
['Swarm', 'Shed Skin', 'No Guard'];1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;75;45;50;Karrablast;588;40;45;60;bug;;5;0;true;1990- 5-31;1.5; 3 21 2 22
['Swarm', 'Shell Armor', 'Overcoat'];0.5;1;0.5;1;0.5;1;4;1;1;0.25;1;0.5;0.5;0;0.5;1;0.5;1;135;1 5;70;Escavalier;589;60;1 5;20;bug;steel;5;0;true;1992- 7-16;0.5; 8 15 2 22
['Effect Spore', 'Regenerator'];1;1;1;0.5;0.5;0.5;2;2;1;0.25;1;2;1;1;2;1;1;0.5;55;45;69;Foongus;590;55;55;15;grass;poison;5;0;false;1991- 7-16;1.5; 9  8 2 22
['Effect Spore', 'Regenerator'];1;1;1;0.5;0.5;0.5;2;2;1;0.25;1;2;1;1;2;1;1;0.5;85;70;114;Amoonguss;591;85;80;30;grass;poison;5;0;true;1991-10-11;1.5; 1 27 2 23
